type,commentsCount,url,videoViewCount,likesCount,firstComment,videoPlayCount,caption,mentions,tagged_users,latestComments,hashtags
Image,1,https://www.instagram.com/p/C_xyQ26glbT/,0,150,Yes🔥,0,"The perfect horror movie plan doesn’t exis—[ Tumbbad, Re-release, Movie, Movie Night, Friends, Plans, Horror Movie, Movie Tickets, Theatre ]",no mentions,[],['Yes🔥'],[]
Image,79,https://www.instagram.com/p/C_tBE9MIVJS/,0,3322,😍😍😍😍,0,"THE NYKAALAND LINEUP IS HERE! 🎉💗From international celebrity MUA’s like Sofia Tilbury & Patrick Ta to Indian & International beauty & lifestyle brands we all love, our lineup is packed with the best in the business! 💯🔥🗓️ 25th, 26th & 27th October, 2024 📍Mahalaxmi Race Course, MumbaiClick the link in bio & grab your tickets now before they sell out! 🎟️⏰[Nykaaland, Nykaa, Beauty, Beauty’s Biggest Playground]",no mentions,"['patrickta', 'mynykaa', 'nykaafashion', 'sofiatilbury', 'bookmyshowin', 'nykaapro', 'bookmyshow.live']","['😍😍😍😍', 'PLEASE SHOW ERAS TOUR TAYLOR SWIFT IN AURANGABAD AGAIN', 'amazing ❤️', '❤️❤️❤️❤️', 'Bangalore', 'Assam when', ""Won't there be a 50 ml option for Nykaa ENDLESS NIGHTS Eau De Parfum for Women ?"", ""Can't wait to experience this in Chennai @nykaaland"", 'EXCITEDDDD']",[]
Image,1,https://www.instagram.com/p/C_0nqulovi1/,0,220,When,0,"Please don’t cancel him again🙏[ Nigel Ng, Uncle Roger, Nigel Ng The Haiyaa World Tour, Haiyaa, Haiyaa Tour, Haiyaa World Tour, Haiyaa India Tour, BookMyShow Live ]",no mentions,['bookmyshowin'],['When'],[]
Video,4,https://www.instagram.com/p/C_vQaYDgT8I/,9208,299,Please bring Arctic Monkeys or RHCP next time?,30099,"Lineup so good, even the water couldn’t resist😂[ BookMyShow, LollaPalooza, Artist Line Up, Green Day, Shawn Mendes, Louis Tomlinson, Glass Animals Zedd, John Summit, Live, Concert ]",no mentions,"['lollaindia', 'bookmyshow.live']","['Please bring Arctic Monkeys or RHCP next time?', 'Pls dilgit tickets kholo', 'Reply dede admin 👏', 'Admin Veer zara ki booking when??????']",[]
Image,8,https://www.instagram.com/p/C_xXwwAozhr/,0,958,@snehith_07 pothunnama leda?,0,"Who needs therapy, when you can come to Bandland 🤩🥳[ Bandland, Concert, Event, Party, BookMyShow, Trending ]",no mentions,"['bookmyshowin', 'bandland.in']","['@snehith_07 pothunnama leda?', 'A7X is underrated in india 🙂', 'Karan Aujla Bangalore tickets available', 'Can someone connect with me in regards to the ticket features.??.', 'When will you start selling tickets for the Transformers One movie on your app???', 'Hell yeah!!! Can’t wait for it 🤘🏽']",[]
Image,1,https://www.instagram.com/p/C_vhWYMt3x1/,0,176,When will you start selling the Transformers One tickets on your app??,0,"When the eyes speak, you watch them carefully👀[ Movie, NewMovieRelease, BookMyShow, TheBuckinghamMurders ]",no mentions,[],['When will you start selling the Transformers One tickets on your app??'],[]
Video,42,https://www.instagram.com/p/C_0by24tztZ/,9385,1138,Naagin 7 kab ayega😭😭😭😭,49991,"Mark your calendar! The Buckingham Murders premieres September 13, 2024. Follow a grieving cop’s desperate search for answers. 📅🔍[ The Buckingham Murders, New Movie Release, Trending, Kareen Kapoor Khan, BookMyShow ]",no mentions,"['kareenakapoorkhan', 'ektarkapoor', 'ranveer.brar', 'tips', 'penmovies', 'sarahjanedias', 'balajimotionpictures', 'hansalmehta', 'shobha9168', 'aseemarrora', 'kashyapkapoor', 'raghavkakker', 'mad.mazzzz', 'mahana_films', 'anirudh_k_sharma']","['Naagin 7 kab ayega😭😭😭😭', ""Please channels zee tv and zee 5 and production management and also makers we want you to request the writer to expose Malishka and end her role and children we are against generation leap please as fans we don't want our beloved serial to end we want the serial to continue and our favorite couple we demand and want to end Malishka's chapter and end her role and end the role of the children we don't want generation leap and new evil greens and different stories but we demand to expose all the lies and crimes of Malishka and end her role because her role is really unbearable and the most important thing is to do justice to Lakshmi and Veer to appear and change Rishi's character and make him stronger and defend Lakshmi and also change the character of Neelam and Anchala to make them positive and support Lakshmi and end the role of the children because we are against generation leap because Reshmi really didn't give them their rights in the serial and in their love story and in their romantic scenes and also their love story and also Saiyush I hope you fulfill our wish and don't make fun of us fans of the serial and Reshmi's couple 🙏❤"", '🙏🙏🙏🙏🙏🙏', 'Good luck', '😍😍😍😍😍😍', 'Fantastic😍😍😍😍', '❤️❤️❤️❤️👏👏👏👏', 'Aunty MC BC 🖕🖕🖕🖕🖕🖕🖕', '❤️❤️', 'Come to me \U0001fa77😺']",[]
Video,573,https://www.instagram.com/p/C_slsN8SaPn/,107934,17458,@nick_pou95 Akon Mehh Lahbawww 😂😂😂,335765,We got compromised last night by a SuperFan!You asked and we delivered!Tickets on BookMyShow.com#cherryblossomshillong #meghalayatourism #akon #boneym #r3hab #lucas,no mentions,"['bookmyshowin', 'vh1india', 'meghtourism', 'mymeg_meghalaya', 'rockski.group']","['@nick_pou95 Akon Mehh Lahbawww 😂😂😂', 'Will alan walker come??', '😂', 'Is it the actual BONEY M band or a tribute band?', 'Please invite @coldplay in upcoming years @cherryblossomfest', 'Any Korn fans out there ?']","['cherryblossomshillong', 'meghalayatourism', 'akon', 'boneym', 'r3hab', 'lucas']"
Video,2,https://www.instagram.com/p/C_8BocJPJvn/,14676,463,😂😂,63236,"And the royal treatment begins🥰[ Nykaaland, Nykaa, Nykaa Beauty, Beauty’s Biggest Playground, Tickets, Friends, Plans ]",no mentions,"['mynykaa', 'nykaafashion', 'nykaapro', 'bookmyshow.live', 'nykaaland']","['😂😂', ""What's the price of per ticket""]",[]
Image,81,https://www.instagram.com/p/C_nqe4lMcIi/,0,3503,Karan Aujla Bangalore tickets available,0,A phenomenal response 🤌🏽 Early Bird tickets are now sold out! 🎉 More updates coming soon!,no mentions,"['bookmyshowin', 'bookmyshow.live']","['Karan Aujla Bangalore tickets available', 'Feel sorry for the people who bought the tickets iykyk 🌙', 'Marr jaati hoon🥰', '@may_bih 😂😂']",[]
Video,4,https://www.instagram.com/p/C_ilWI8oby2/,8454,605,This is so righttttttttttttttttt❤️❤️❤️❤️❤️❤️❤️,31525,"Never have I ever - seen an unhappy person at a concert 🥰[ Concert, Music Festival, Live Music, Music, Mood Charger, BookMyShow Live ]",no mentions,['bookmyshowin'],"['This is so righttttttttttttttttt❤️❤️❤️❤️❤️❤️❤️', 'I dare you to bring FRED AGAIN , SKRILLEX🥰', '1 CAS ga front ticket available @5k dm']",[]
Video,580,https://www.instagram.com/p/C_iKKJ1y5dr/,582590,78810,Asa dost Kass Mera bhi hota,917491,"I think most of us had big plans for how we would have fun and a list of things we’d do once we started working and earning our own money. But somewhere along the way, the stress of keeping up with work, responsibilities, and living alone made us lose ourselves in the process.I know that balancing everything in life is challenging, but I believe that no matter how busy we get, we NEED to find time for ourselves and make space for things that make us feel happy to be alive. Otherwise, what’s the point?After spending hours and hours on screen, a trekking vacation is the perfect way to get away from everything, spend time in nature, and challenge yourself physically. Aayush is an amazing guy and he was the perfect company for this trip; seeing him smile, giggle, and be happy throughout made me realise that we need to keep making plans that make us EXCITED about life.There will always be the next big target to chase, the next work deadline that needs to be met, or the next promotion that we have to pursue. But let’s not forget that we only have one life, and we’re young only once. Once that time is gone, it’s never coming back. So let’s just make the most of it.•ad | @bookmyshowin Content writing by: @roshan__kumar","['bookmyshowin', 'roshan__kumar']","['bookmyshowin', 'bothra_aayush']","['Asa dost Kass Mera bhi hota', '@aakarshjain17 @vansh_jain_25 @ishaaxnjain', 'Sir mujhe bhi le kar chalo 🙂', 'I think I will also get vacation it has been 3.5years😭', 'Bhai Mera naam harsh hai! 🙂', 'U r amazing  yar.❤️', '❤️❤️❤️', 'Wanna go with you 😭😭', '@rajatagrawaall delusional 💤']",[]
Sidecar,9,https://www.instagram.com/p/C_hgp0cNl_7/,0,350,Q,0,"Writing toh sikha di, par plans ke liye “In” likhna bhi sikha dete 😭#HappyTeachersDay [ Teachers Day, Plans, Students, Friends, BFF, Maths, Science, IT, English, Trending ]",no mentions,[],"['Q', 'A..q¹', '😮m.', '👏😢😢😍😢😢😍👏😢😮', 'Ddd', 'L', 'Dramebaaz dosto ko manana bhi sikha dete 😂', 'Agar wasoooli karna sikhatey toh zindagi se kya or kese sikh paatey ??']",['HappyTeachersDay']
Sidecar,83,https://www.instagram.com/p/C_sTTemyn2i/,0,1140,"Guys please do not order from Nykaa, instead shop on other apps like Tira. Nykaa is a fraud. I had ordered few products, they sent me the products manufactured in 2023, which is probably gonna expire next year Jan. i had shared inages of all the products and they refused to create return for the same saying products are used or opened while in images it is clearly seen that products are packed. Why would i even open 2023 products? And they are legit frauds, they send old products and then refuse to initiate the return of the same.
Please stop buying anything from Nykaa as they are FRAUDS!!!
No wonder why they keep soo many offers and all!!",0,"India’s FIRST EVER Beauty & Lifestyle Festival ~ NYKAALAND, is BACK!💗🎉The best Indian & international beauty & lifestyle brands come together once again for an immersive & transformative experience! 🥰🗓️ 25th, 26th & 27th October, 2024 📍Mahalaxmi Race Course, MumbaiCo-produced by: @mynykaa x @bookmyshow.live Head over to @bookmyshowin or the @nykaaland link in bio to get your tickets now! 🎟️[Nykaaland, Nykaa, Beauty, Beauty’s Biggest Playground]","['mynykaa', 'bookmyshow.live', 'bookmyshowin', 'nykaaland']","['mynykaa', 'nykaafashion', 'bookmyshowin', 'nykaapro', 'bookmyshow.live']","['Guys please do not order from Nykaa, instead shop on other apps like Tira. Nykaa is a fraud. I had ordered few products, they sent me the products manufactured in 2023, which is probably gonna expire next year Jan. i had shared inages of all the products and they refused to create return for the same saying products are used or opened while in images it is clearly seen that products are packed. Why would i even open 2023 products? And they are legit frauds, they send old products and then refuse to initiate the return of the same.\nPlease stop buying anything from Nykaa as they are FRAUDS!!!\nNo wonder why they keep soo many offers and all!!', 'instead of promoting atleast work on your delivery services', 'You’ll services are just getting worst day by day', 'Why my order is not getting delivered', 'WORST DELIVERY SYSTEM YOU HAVE', '@mynykaa not responsive towards delivery ! Pls take note of your customers’ grievances !', '@mynykaa not responsive at all towards delivery ! Please take note of your customers’ grievances', 'do we get freebies like last time with the normal ticket?', 'I m excited for this  event 😍', 'Hey! Are professional cameras and GoPros not allowed in Nykaaland?']",[]
Sidecar,0,https://www.instagram.com/p/C_k79zktAMl/,0,139,,0,"It’s these kind of lies that give us false hopes😤[ Beetlejuice Beetlejuice, Trending, Comedy, Movies, Tickets, Movie Plans, New Releases, Book Now ]",no mentions,[],[],[]
Video,83,https://www.instagram.com/p/C_sjMbkp5bM/,116729,11504,"I am reaching out regarding a serious issue I encountered while trying to book tickets for Coldplay and During the booking process, I experienced a glitch that not only prevented me from completing my purchase but also resulted in an unexpected charge of ₹28,000 to some other concert  named as BANDLAND  from my account. This situation has caused me significant distress and has contributed to feelings of DEPRESSION . I’m genuinely concerned about the impact this has had on my mental health. I would appreciate your urgent assistance in resolving this matter and ensuring that my funds are returned promptly. If i will not get refund i will do SUICIDE",377387,"Now boarding from the runway to party. Book your tickets for Bandland 2024, Sunburn Goa 2024, or Lollapalooza India 2025 on BookMyShow and enjoy exclusive offers on IndiGo flight bookings. Ready to party? Here’s how: 1. Follow us on our Instagram handles- @indigo.6e and @bookmyshowin .2. Purchase your concert tickets on BookMyShow.3. Book your concert tickets for Bandland 2024 and Lollapalooza India 2025 to receive a secret link for up to 20% off on IndiGo flights to Bengaluru and Mumbai from BookMyShow.4. Enjoy up to 30% off on 6E Add-ons with your concert bookings for Bandland 2024, Lollapalooza India 2025, and Sunburn Goa. Take the party to new heights with IndiGo and BookMyShow- your ultimate concert crew. T&C Apply. #goIndiGo","['indigo.6e', 'bookmyshowin']","['sunburnfestival', 'bookmyshowin', 'lollaindia', 'bookmyshow.live', 'bandland.in']","['I am reaching out regarding a serious issue I encountered while trying to book tickets for Coldplay and During the booking process, I experienced a glitch that not only prevented me from completing my purchase but also resulted in an unexpected charge of ₹28,000 to some other concert  named as BANDLAND  from my account. This situation has caused me significant distress and has contributed to feelings of DEPRESSION . I’m genuinely concerned about the impact this has had on my mental health. I would appreciate your urgent assistance in resolving this matter and ensuring that my funds are returned promptly. If i will not get refund i will do SUICIDE', 'How do I get the link ? I’ve already booked my tickets on bms', 'Aur 3-4 aur companies ka collaboration kardo 🤣', '@bookmyshowin I am reaching out regarding a serious issue I encountered while trying to book tickets for Coldplay and During the booking process, I experienced a glitch that not only prevented me from completing my purchase but also resulted in an unexpected charge of ₹28,000 to some other concert  named as BANDLAND  from my account. This situation has caused me significant distress and has contributed to feelings of DEPRESSION . I’m genuinely concerned about the impact this has had on my mental health. I would appreciate your urgent assistance in resolving this matter and ensuring that my funds are returned promptly. If i will not get refund i will do SUICIDE']",['goIndiGo']
Image,1,https://www.instagram.com/p/C_nkCPxBevo/,0,262,Vj❤️,0,"Dukh, Dard, Kashth, Peedha🥲[ The Greatest of All Time, Trending, Movies, Memes, Tickets, Comedy, Book Now, Movie Plans ]",no mentions,[],['Vj❤️'],[]
Sidecar,0,https://www.instagram.com/p/C_gDHxBtkQM/,0,366,,0,"Pookie ke aage koi kuch bol sakta hai kya 🥰🎀[ The Greatest of All Time, The Crow, Stree 2, Pookie, Movies, New Movies, New Releases, Trending ]",no mentions,"['shraddhakapoor', 'rajkummar_rao']",[],[]
Video,6,https://www.instagram.com/p/C_m4bmtAivP/,9745,1687,No concert can match this vibe 💯💯💯,32810,"Plans for the next 10 days are sorted 😎[ Ganesh Chaturthi, Ganpati, Festival, Dhol Tasha, Festive Vibe, Ganpati Bappa ]",no mentions,[],"['No concert can match this vibe 💯💯💯', 'Please announce Coldplay fast!', 'Best plan ever!✨', 'Sorted😍😍😍', 'OG concert 🔥🔥🔥', '@pranoypauly ningal Thrissur Pooram kanditilyaa thonnunu 😂']",[]
Image,1,https://www.instagram.com/p/C_nz-JiSXbt/,0,425,Y not mumbai??? 😢,0,"As they say about @mrnigelng, let him roast!!![ Nigel Ng, Uncle Roger, Nigel Ng The Haiyaa World Tour, Haiyaa, Haiyaa Tour, Haiyaa World Tour, Haiyaa India Tour, BookMyShow Live ]","['mrnigelng,']",['bookmyshowin'],['Y not mumbai??? 😢'],[]
Video,4,https://www.instagram.com/p/C_qHxcjtkh3/,2170,148,😂😂😂😂,11022,"Aise chhote chhote groups mein, badi badi baatein hoti rahengi 😉[ Movies, Trending, Friends, Group, Music, Expectations, Realities, Comedy, Viral ]",no mentions,[],"['😂😂😂😂', 'Bk bsdik srda k ka bola', 'Chilla chilla ke sabko scheme bata de 😒', '😂😂😂😂']",[]
Image,1,https://www.instagram.com/p/C_XQ92XoAjw/,0,351,Worst app ever don’t give discount on new logins,0,"Elevate your movie nights this September! 😍Discover new releases and cinematic gems on #BookMyShowStream. [ Movie Premieres, Best Movies, Famous Movies, Buy Movies, Rent Movies, Trending ]",no mentions,['bookmyshowin'],['Worst app ever don’t give discount on new logins'],['BookMyShowStream.']
Image,782,https://www.instagram.com/p/C_e2Z42ooMC/,0,22109,Yes,0,"Year 03, we're gonna hit all the right notes!",no mentions,"['bookmyshowin', 'bookmyshow.live']","['Yes', 'Radiohead', 'You hit all the right notes but during the board exams😍😍😍😍😍', '@lollaindia Niall Horan next??🌚', 'Anyone reselling??', '@soundcheck.co.in', '@naik.gyaneshwar yeah bro 😅🤩🤩']",[]
Sidecar,8,https://www.instagram.com/p/C_f5OAsIV7n/,0,929,PLEASE SHOW ERAS TOUR TAYLOR SWIFT IN AURANGABAD AGAIN,0,"The only wait that is worth it ❤️[ Bandland, Fan Reactions, Concert, Music Festival, Music, Live Music, Trending ]",no mentions,"['bookmyshowin', 'bandland.in']","['PLEASE SHOW ERAS TOUR TAYLOR SWIFT IN AURANGABAD AGAIN', 'PLEASE SHOW ERAS TOUR TAYLOR SWIFT IN AURANGABAD AGAIN', 'Next year,Dream Theater please!!!!!!', 'Avenged sevenfold in India\U0001f979', '😍😍😍😍', 'Book my show gives me more recognition than the entire music industry ever could. 🤘🏻🤪🤘🏻', 'Look ma, I got famous 🤘🏻🤣', 'Still unbelievable @avengedsevenfold not so far away anymore!']",[]
Video,16,https://www.instagram.com/p/C_aoujOoRm7/,10355,1410,Some people don't get with 😭😭😭😭,39703,"Spiritual healing through concerts, anyone? 🥰Music Credits: LISA - NEW WOMAN feat. Rosalía[ Healthy Living, Yoga, Spiritual Healing, Concerts, Music Festivals, Electronic Music, Dance, Live Music ]",no mentions,['bookmyshowin'],"[""Some people don't get with 😭😭😭😭"", 'I like both ❤️', 'Excuse me?Lisa?', 'I like both', '@suchit_katyal @sarthakjain.sarthak @dhruvk.09 @yograj_singh @arpitgovila @malhotrasakar', 'deff', 'Couldn’t agree more ❣️', 'Where is Lollapalooza India 2025??', 'Me too', '@akulsats 2024 check book my show']",[]
Image,1,https://www.instagram.com/p/C_SuamuAmBf/,0,122,Please re release HERO NO.1 of govinda🙌,0,"Movie marathon on the BIG screen? Yes please 🍿[ Movies, Movie Plans, Re-Release, Gangs Of Wasseypur, Rehnaa Hai Terre Dil Mein, Laila Majnu, Trending ]",no mentions,[],['Please re release HERO NO.1 of govinda🙌'],[]
Image,2,https://www.instagram.com/p/C_S-sEPhnqF/,0,174,Application use nhi ho rha booking ka,0,"Agar mere paas hota toh mein aapke paas thodi aata 🥲[ Saripodhaa Sanivaaram, Action, Drama, New Movie, New Release, Movie Plans, Plans, Movies, Book Now, Trending ]",no mentions,[],"['Application use nhi ho rha booking ka', 'India’s got latent 3rd September tickets available dm for price']",[]
Video,4,https://www.instagram.com/p/C_FabpiouqA/,75405,52618,@xe__god_,518085,"Get ready for an unforgettable family adventure! 🏕️Peppa Pig’s Adventure presented by @kotakbankltd is coming to India for the very first time! Join Peppa and her friends on a camping adventure, with catchy sing-along songs, life-size puppets, and magical moments.🤩Don’t miss out on this one-of-a-kind live theatrical experience that promises to be the perfect family entertainer#PeppaPigsAdventure #PeppaPigInIndia #FamilyFun #Theatrical #KotakWhiteExperience",['kotakbankltd'],"['officialpeppa', 'hasbro', 'bookmyshowin', 'kotakbankltd', 'hamleys_india', '94.3radiooneindia', 'hasbroindia']","['@xe__god_', 'Hey.. When is this date for Bangalore?']","['PeppaPigsAdventure', 'PeppaPigInIndia', 'FamilyFun', 'Theatrical', 'KotakWhiteExperience']"
Sidecar,35,https://www.instagram.com/p/C_QOEd9tvuS/,0,10041,"A show not to be missed; Role of Ram and Ravan is played to the tune of such perfection and soulfulness that it resonates with the audiences with tears and reverence when Ram ji walks in the shadow of light amongst the audiences. Role of Ravan is performance of all times by Ashutosh Rana. Our hats off for the screenplay, dialogues, direction, acting and we cannot wait for the show to come in USA. I would be one promoting this show in this part of the world.",0,"History and devotion lined up perfectly! 🛐❤️Grab your tickets for #HumareRam at the link in bio 🔗[ Humare Ram, Ramayana, Ashutosh Rana, Rahull R Bhuchar, Shankar Mahadevan, Kailash Kher, Sonu Nigam ]",no mentions,"['ashutosh_ramnarayan', 'rahull_r_bhuchar', 'felicity_theatre']","['A show not to be missed; Role of Ram and Ravan is played to the tune of such perfection and soulfulness that it resonates with the audiences with tears and reverence when Ram ji walks in the shadow of light amongst the audiences. Role of Ravan is performance of all times by Ashutosh Rana. Our hats off for the screenplay, dialogues, direction, acting and we cannot wait for the show to come in USA. I would be one promoting this show in this part of the world.', ""My most favorite parts were the dialogues of Rama and Ravana in Ravana's dream sequence and at the end when Ravan gives the knowledge to Lakshman ji."", 'Watched Humare Ram in Delhi, Kamani Auditorium in August 2024; spell bound magnificent show with amazing performances, brilliant dialogues, superb technical qualities, wonderful dialogues, amazing music. The show takes audiences on a journey of history that is relevant for its virtues and values for each era.', 'An unforgettable show I watched. Justice with my time and money. Stellar performance. Jai Shri Ram.', 'We are waiting', 'Nyc', '🚨🚨', '🚨🚨', 'I have 2 extra tickets for Sunday (8th sep’24) Delhi evening show, if anyone interested kindly DM.', ""Hi.. I have 3 tickets today for Humare Ram, 6:30 pm show in Delhi, Kamani auditorium. Since our daughter is having high fever, we can't go to watch it. If someone needs the tickets, we can give at the same price we bought. Pls DM me. Thanks.""]",['HumareRam']
Sidecar,3,https://www.instagram.com/p/C_NziBWNF53/,0,275,Guys tum tumbaad ki ticket lagan bhul gaye 😢,0,"So what if it’s my delulu, at least it’s keeping me happy 🤗[ The Crow, Delulu, Bill Skarsgård, FKA Twigs, Action, Thriller, Movie, Plans, New Release, Trending ]",no mentions,[],"['Guys tum tumbaad ki ticket lagan bhul gaye 😢', ""You have not yet opened Tumbbad's re release booking . Shame on you"", ""but pookie, it's not healthy""]",[]
Sidecar,10,https://www.instagram.com/p/C_QwCkuAoLJ/,0,279,Jay shree ram ji 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,0,"History and devotion lined up perfectly! 🛐❤️Grab your tickets for #HumareRam at the link in bio 🔗[ Humare Ram, Ramayana, Ashutosh Rana, Rahull R Bhuchar, Shankar Mahadevan, Kailash Kher, Sonu Nigam ]",no mentions,"['ashutosh_ramnarayan', 'rahull_r_bhuchar', 'felicity_theatre']","['Jay shree ram ji 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻', 'I’m watching again on Saturday… second time', '🔥👏', 'Amazing show 👏 🔥witnessed on 30th August in Pune show 😍😍', 'Best Show🧡', '😍😍👏👏👏', ""Hi.. I have Humare Ram (3 tickets) for Kamani auditorium, Saturday, 6:30 pm. My daughter is having high fever, hence, we can't go to watch it. If someone is willing to go today, we can sell u the tickets at the same price we bought. Pls reply me back""]",['HumareRam']
Video,6,https://www.instagram.com/p/C_LUfgHNaDH/,12039,591,let me know if anyone want a pair 😌🙋🏽‍♂️,38375,"It’s that time of the year again 🕺💃[ Navratri, Festival, Dance, Couple Dance, Garba, Navratri Vibes, Navratri 2024 ]",no mentions,[],"['let me know if anyone want a pair 😌🙋🏽\u200d♂️', '@vivek_jain4492', 'October tak reply aagaya toh badi baat hai 😢', '😍❤️', 'Par uski toh emotional capacity hi nahi hai abhi 😔🙏']",[]
Video,2,https://www.instagram.com/p/C_Qd2b9Ig_Y/,2224,112,Details for pune,12912,"Make way for the q̶u̶e̶e̶n̶ princess 💅 The wait is over! 🎉 Tickets for Peppa Pig’s Adventure live in Mumbai, Pune, and Delhi are now available. Don’t miss out on this fun-filled adventure—secure your spot today and join Peppa and friends for an unforgettable experience!#PeppaPig #PeppaPigsAdventure #PeppaPigInIndia #FamilyFun #Theatrical #BookNow #KotakWhiteExperience",no mentions,"['hasbro', 'bookmyshowin', 'kotakbankltd']","['Details for pune', 'Please re-release Rab ne bana di jodi \U0001f979\U0001f979\U0001f979']","['PeppaPig', 'PeppaPigsAdventure', 'PeppaPigInIndia', 'FamilyFun', 'Theatrical', 'BookNow', 'KotakWhiteExperience']"
Video,5,https://www.instagram.com/p/C--c302IRf1/,68287,40326,Borring movies,372864,"You know a movie is going to be worth the watch when every single review says so. 🤌🏻Buy or Rent #Exhuma at the link in bio 🔗[ Horror, Mystery, Thriller, Buy Movies, Rent Movies, Watch Online, Stream Online ]",no mentions,"['bookmyshowin', 'impactfilmsindia']","['Borring movies', '❤️❤️❤️😲😲', 'Exhuma', 'Underrated Movie ❤️\u200d🔥', ""Oh, it's here 👏""]",['Exhuma']
Image,2,https://www.instagram.com/p/C-2sjJ-h6p5/,0,58888,Bhai indori Ishq ka bhi kuch bta doo,0,"BRB, urgently looking for another long weekend 👀#PVRINOXPicturesRelease[ The Crow, Action, Fantasy, New Movie, Movie Plans, Plans, Long Weekend, Trending ]",no mentions,['pvrpictures'],"['Bhai indori Ishq ka bhi kuch bta doo', 'Bookmyshow is a fraud post. They cheat their customers and keep them in the dark']",['PVRINOXPicturesRelease']
Image,6,https://www.instagram.com/p/C-7VGtdC2y9/,0,1295,Wrong casting,0,"Sher ka beta aa gaya haiAur uska naam hai #Chhaava🔥[ Vicky Kaushal, Chhaava Teaser, Chhaava, Akshaye Khanna, Rashmika Mandanna, Dinesh Vijan, Laxman Utekar ]",no mentions,['vickykaushal09'],"['Wrong casting', '😂', '🙌', 'Shit to hit', '❤️🔥', 'छावा 🚩🔥']",['Chhaava🔥']
Sidecar,1,https://www.instagram.com/p/C-1iKyXgelq/,0,252,,0,"Apne bhai/behen ko bhej ke khush kardo 🥰Choose from a variety of gift cards this Raksha Bandhan! Link in bio 🔗[ Happy Raksha Bandhan, Rakhi, Gifts, Celebration, Festive Season, Festival, Brothers, Sisters, Bond, Raksha Bandhan 2024 ]",no mentions,[],[],[]
Image,3,https://www.instagram.com/p/C-78B2cooVN/,0,223,@lollaindia early bird,0,"All it takes is a little bit of this and that to be @mrnigelng 😎[ Nigel Ng, UncleRoger, Nigel Ng The Haiyaa World Tour, Haiyaa, Haiyaa Tour, Haiyaa World Tour, Haiyaa India Tour, BookMyShow Live ]",['mrnigelng'],['bookmyshowin'],"['@lollaindia early bird', 'I wish @mrnigelng was performing in Mumbai! 🥺', 'Available 👏😍']",[]
Image,25,https://www.instagram.com/p/C-0Nfk3ItYM/,0,41371,"YESSSS!! no, I'm an antisocial freak",0,"✨Sudden urge to sing along with your fav singer live✨[ Music, Concert, Singer, Live Music, Artist, Happiness, Music Festival, BookMyShow Live ]",no mentions,['bookmyshowin'],"[""YESSSS!! no, I'm an antisocial freak"", '@ayubleedblue you lately', 'Vo bhi @karanaujla ka 👰🏽', 'Twice concerts 🙌❤️🔥', ""Bro don't use rainbow 🌈"", 'Vaanavilla 😂', 'Only @ifeelking', 'True', '💯', '@komiuleeee more coming \U0001faf6🏻']",[]
Sidecar,0,https://www.instagram.com/p/C_A8jmCIVfZ/,0,330,,0,"Listening to these 𝘥𝘦𝘮𝘶𝘳𝘦 artists is a 𝘮𝘪𝘯𝘥𝘧𝘶𝘭 decision🫶🏻😌[ Demure, Mindful, Prateek Kuhad, Cigarettes After Sex, Artists, Concert, Music Festival, Live Music, Music, Trending ]",no mentions,"['prateekkuhad', 'bookmyshowin']",[],[]
Image,516,https://www.instagram.com/p/C-878vSIHmE/,0,41961,A7x 🥹,0,"Fourteen astounding acts. Two days of two high-energy stages ⚡️Bengaluru, make way for your lineup: Avenged Sevenfold | Extreme | Bloodywood | Zero | Everything Everything | Selvaganesh | Dot. | Thaikkudam Bridge | Big Special | Swarathma | The Wanton Bishops | Raman Negi | Bhayanak Maut | Sutej SinghOn November 23-24, Bandland 2024 will bring you to the nexus of power-packed performances to revel in the music you love. Citizens, it’s time to come home. Tickets are out now - link in the bio. You know what to do!",no mentions,"['avengedsevenfold', 'bookmyshowin', 'extreme_band', 'thaikkudambridge', 'sutejsingh', 'e_e_', 'dotandthesyllables', 'bloodywood', 'negiraman', 'bookmyshow.live', 'swarathma', 'bigspecial_', 'kanjeeraselva', 'thewantonbishops', 'bhayanakmaut', 'whatmezero']","['A7x \U0001f979', 'Why is no one talking about CAT on the 24th😭', 'Please please please get A7X next year tooo please I beg of you 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏', 'Broo this is so unfair I have my CAT exam on the 24th and AVENGED SEVENFOLD is cominggg I hate my lifeeeeee', 'I have accidentally booked 2 tickets. If anyone needs it, please buy it from me. 😢', '@calvin_abhishek how do i book only for A7X']",[]
Image,9,https://www.instagram.com/p/C_AseN8gL28/,0,9120,"Isilye ""open to all""concert mujhe pasand hai",0,"Tag your friends 👇🏻 and let them know what they’re remembered for…[ Concert, Movies, Stand Up Comedy, BFFs, Weekend Vibes, Plans, Trending ]",no mentions,[],"['Isilye ""open to all""concert mujhe pasand hai', '😂😂', 'Bhai seedhi baat h mere pass paise hi nhi hai', 'Events book karwaane ka tareeka bada kezual hai', '😂', 'Tell this to your employees building your app.', 'Available 😍😍😍', '@shivani_bhargava @sai.maanas']",[]
